match_id,season,match_round,match_date,home_club_id,away_club_id,home_tier,away_tier,venue,total_capacity,is_derby,home_position,away_position,home_points,away_points,match_stakes_score,match_stakes_label,title_score,top4_score,relegation_score,euro_score,games_remaining,urgency,tv_slot,tv_slot_encoded,weather_severity_score,festive_fixture,european_midweek_fatigue,home_form_score,away_form_score,manager_new_bonus,star_power_index,away_distance_km,attribute_wtp_score,overall_fill_rate,excess_demand_ratio,total_tickets_sold,st_tickets_sold,booking_curve_archetype,velocity_T14,velocity_T7,result,home_goals,away_goals
IPS_ARS_2022-23,2022-23,2,2022-08-13,IPS,ARS,smaller_club,big_six,Portman Road,30000,False,16,5,0,3,0.12265179978184462,Standard,0.12265179978184462,0.09945945945945947,0.08081081081081082,0.0,37,0.12432432432432433,Sunday 16:30,3,1,False,False,0.35,0.6499999999999999,False,4,366,0.6854572863702577,0.82,0.82,27974,16500,Early Surge,0.839,0.937,A,2,2
BOU_SOU_2022-23,2022-23,2,2022-08-13,BOU,SOU,smaller_club,smaller_club,Vitality Stadium,11307,True,19,13,0,0,0.12097927523936494,Standard,0.12097927523936494,0.0,0.08081081081081082,0.0,37,0.12432432432432433,Sunday 14:00,2,0,False,False,0.35,0.35,False,0,447,0.882746064323024,0.776,0.776,9994,5653,Flat/Slow,0.47,0.574,D,3,3
LEI_MCI_2022-23,2022-23,2,2022-08-13,LEI,MCI,smaller_club,big_six,King Power Stadium,32261,False,17,7,0,3,0.12265179978184462,Standard,0.12265179978184462,0.0,0.08081081081081082,0.06837837837837839,37,0.12432432432432433,Sunday 16:30,3,1,False,False,0.35,0.6499999999999999,False,5,373,0.8007446486406822,0.953,0.953,31918,19356,Early Surge,0.839,0.937,D,0,0
NFO_LIV_2022-23,2022-23,2,2022-08-13,NFO,LIV,smaller_club,big_six,City Ground,30445,False,18,2,0,3,0.12265179978184462,Standard,0.12265179978184462,0.09945945945945947,0.08081081081081082,0.0,37,0.12432432432432433,Saturday 15:00,1,1,False,False,0.35,0.6499999999999999,False,5,140,0.40396408801540357,0.857,0.857,28536,17658,Early Surge,0.839,0.937,A,1,0
BRE_CHE_2022-23,2022-23,2,2022-08-13,BRE,CHE,smaller_club,big_six,Gtech Community Stadium,17250,False,20,4,0,3,0.12265179978184462,Standard,0.12265179978184462,0.09945945945945947,0.08081081081081082,0.0,37,0.12432432432432433,Saturday 15:00,1,1,False,False,0.35,0.6499999999999999,False,4,41,0.6984141855830951,0.833,0.833,15645,9487,Early Surge,0.839,0.937,A,0,3
EVE_TOT_2022-23,2022-23,2,2022-08-13,EVE,TOT,smaller_club,big_six,Goodison Park,39414,False,11,3,0,3,0.12265179978184462,Standard,0.12265179978184462,0.09945945945945947,0.0,0.0,37,0.12432432432432433,Saturday 17:30,3,1,False,False,0.35,0.6499999999999999,False,4,17,0.6318041040825086,0.937,0.937,39783,25619,Early Surge,0.839,0.937,A,0,4
CPL_MUN_2022-23,2022-23,2,2022-08-13,CPL,MUN,established_mid,big_six,Selhurst Park,25486,False,12,1,0,3,0.12265179978184462,Standard,0.12265179978184462,0.09945945945945947,0.0,0.0,37,0.12432432432432433,Saturday 15:00,1,0,False,False,0.35,0.6499999999999999,False,4,57,0.5300623204812213,0.9,0.9,24851,15291,Early Surge,0.839,0.937,A,0,3
FUL_AVL_2022-23,2022-23,2,2022-08-13,FUL,AVL,established_mid,established_mid,Craven Cottage,29600,False,9,10,3,3,0.12432432432432433,Standard,0.12432432432432433,0.0,0.0,0.06837837837837839,37,0.12432432432432433,Saturday 15:00,1,0,False,False,0.6499999999999999,0.6499999999999999,False,3,168,0.6646007719737295,0.735,0.735,26320,16280,Consistent Gradual,0.525,0.69,H,0,2
WOL_NEW_2022-23,2022-23,2,2022-08-13,WOL,NEW,established_mid,established_mid,Molineux,32050,False,15,6,0,3,0.12265179978184462,Standard,0.12265179978184462,0.09945945945945947,0.08081081081081082,0.06837837837837839,37,0.12432432432432433,Saturday 17:30,3,0,False,False,0.35,0.6499999999999999,False,3,351,0.8395519267746387,0.793,0.793,29124,19230,Consistent Gradual,0.525,0.69,D,3,3
BHA_WHU_2022-23,2022-23,2,2022-08-13,BHA,WHU,established_mid,established_mid,Amex Stadium,31800,False,8,14,3,0,0.12265179978184462,Standard,0.12265179978184462,0.0,0.08081081081081082,0.06837837837837839,37,0.12432432432432433,Saturday 12:30,4,1,False,False,0.6499999999999999,0.35,False,4,40,0.5722305819563668,0.906,0.906,30682,20670,Consistent Gradual,0.525,0.69,H,2,2
ARS_BOU_2022-23,2022-23,3,2022-08-20,ARS,BOU,big_six,smaller_club,Emirates Stadium,60704,False,5,14,6,1,0.1452235645784033,Standard,0.1452235645784033,0.11891891891891893,0.09573518472601042,0.0,36,0.14864864864864866,Monday 20:00,2,0,False,True,0.7549999999999999,0.39499999999999996,False,4,257,0.4230236764224691,0.843,0.843,61717,53419,Flat/Slow,0.47,0.574,H,0,1
IPS_LEI_2022-23,2022-23,3,2022-08-20,IPS,LEI,smaller_club,smaller_club,Portman Road,30000,False,16,13,0,1,0.14111346369410888,Standard,0.14111346369410888,0.0,0.09662162162162163,0.0,36,0.14864864864864866,Saturday 17:30,3,0,False,False,0.24499999999999997,0.39499999999999996,False,1,218,0.4597277491431845,0.569,0.569,24910,16500,Flat/Slow,0.47,0.574,H,4,0
SOU_NFO_2022-23,2022-23,3,2022-08-20,SOU,NFO,smaller_club,smaller_club,St. Mary's Stadium,32384,False,11,17,1,0,0.14111346369410888,Standard,0.14111346369410888,0.0,0.09662162162162163,0.0,36,0.14864864864864866,Saturday 15:00,1,1,False,False,0.39499999999999996,0.24499999999999997,False,1,286,0.6518705148481755,0.529,0.529,26200,17811,Flat/Slow,0.47,0.574,H,1,2
MCI_BRE_2022-23,2022-23,3,2022-08-20,MCI,BRE,big_six,smaller_club,Etihad Stadium,53400,False,9,20,4,0,0.1431685141362561,Standard,0.1431685141362561,0.0,0.09662162162162163,0.08025663277956857,36,0.14864864864864866,Saturday 15:00,1,1,False,True,0.6049999999999999,0.24499999999999997,False,5,5,0.8081354505761495,0.88,0.88,52802,43788,Flat/Slow,0.47,0.574,H,1,0
LIV_EVE_2022-23,2022-23,3,2022-08-20,LIV,EVE,big_six,smaller_club,Anfield,61276,True,4,19,6,0,0.14453854776435424,Standard,0.14453854776435424,0.11891891891891893,0.09662162162162163,0.0,36,0.14864864864864866,Saturday 15:00,1,1,False,False,0.7549999999999999,0.24499999999999997,False,5,267,0.812550096911773,1.0,1.1,64337,55148,Immediate Sellout,1.0,1.0,H,0,2
CHE_CPL_2022-23,2022-23,3,2022-08-20,CHE,CPL,big_six,established_mid,Stamford Bridge,40834,False,3,18,6,0,0.14453854776435424,Standard,0.14453854776435424,0.11891891891891893,0.09662162162162163,0.0,36,0.14864864864864866,Saturday 15:00,1,0,False,False,0.7549999999999999,0.24499999999999997,False,4,388,0.8057296559692925,0.966,0.966,40179,32667,Consistent Gradual,0.525,0.69,H,2,1
TOT_FUL_2022-23,2022-23,3,2022-08-20,TOT,FUL,big_six,established_mid,Tottenham Hotspur Stadium,62850,False,1,7,6,6,0.14864864864864866,Standard,0.14864864864864866,0.11891891891891893,0.0,0.08175675675675677,36,0.14864864864864866,Sunday 16:30,3,1,False,False,0.7549999999999999,0.7549999999999999,False,4,56,0.5908058053455462,1.0,1.045,63474,52165,Consistent Gradual,0.525,0.69,D,2,2
MUN_WOL_2022-23,2022-23,3,2022-08-20,MUN,WOL,big_six,established_mid,Old Trafford,74310,False,2,12,6,1,0.1452235645784033,Standard,0.1452235645784033,0.11891891891891893,0.0,0.0,36,0.14864864864864866,Saturday 17:30,3,1,False,False,0.7549999999999999,0.39499999999999996,False,4,156,0.4338657705380999,1.0,1.008,75793,63163,Consistent Gradual,0.525,0.69,H,2,0
AVL_BHA_2022-23,2022-23,3,2022-08-20,AVL,BHA,established_mid,established_mid,Villa Park,42682,False,10,6,3,6,0.14659359820650145,Standard,0.14659359820650145,0.11891891891891893,0.0,0.08175675675675677,36,0.14864864864864866,Saturday 15:00,1,0,False,False,0.4549999999999999,0.7549999999999999,False,4,173,0.7994516107857765,0.819,0.819,40314,26462,Consistent Gradual,0.525,0.69,H,3,0
NEW_WHU_2022-23,2022-23,3,2022-08-20,NEW,WHU,established_mid,established_mid,St. James Park,52305,False,8,15,4,0,0.1431685141362561,Standard,0.1431685141362561,0.0,0.09662162162162163,0.08025663277956857,36,0.14864864864864866,Midweek Tue/Wed 20:00,2,1,False,False,0.6049999999999999,0.24499999999999997,False,4,433,0.4863340763475929,0.924,0.924,51771,36613,Consistent Gradual,0.525,0.69,D,1,1
LEI_ARS_2022-23,2022-23,4,2022-08-27,LEI,ARS,smaller_club,big_six,King Power Stadium,32261,False,16,3,1,9,0.16641475598821573,Standard,0.16641475598821573,0.13837837837837838,0.11137174910759817,0.0,35,0.17297297297297298,Sunday 14:00,2,0,False,False,0.27649999999999997,0.8284999999999998,False,5,351,0.5629870345350996,0.918,0.918,31574,19356,Early Surge,0.839,0.937,D,0,0
NFO_BOU_2022-23,2022-23,4,2022-08-27,NFO,BOU,smaller_club,smaller_club,City Ground,30445,False,17,14,0,1,0.15903676188036378,Standard,0.15903676188036378,0.0,0.14633021647239655,0.0,35,0.17297297297297298,Monday 20:00,2,1,False,False,0.17149999999999996,0.27649999999999997,False,1,303,0.654996859360359,0.568,0.568,25365,17658,Flat/Slow,0.47,0.574,H,2,1
BRE_IPS_2022-23,2022-23,4,2022-08-27,BRE,IPS,smaller_club,smaller_club,Gtech Community Stadium,17250,False,20,12,0,3,0.16067631612655311,Standard,0.16067631612655311,0.0,0.11243243243243244,0.0,35,0.17297297297297298,Sunday 16:30,3,0,False,False,0.17149999999999996,0.4714999999999999,False,1,301,0.8820159637805987,0.661,0.661,14578,9487,Flat/Slow,0.47,0.574,H,0,2
EVE_SOU_2022-23,2022-23,4,2022-08-27,EVE,SOU,smaller_club,smaller_club,Goodison Park,39414,False,18,11,0,4,0.16149609324964775,Standard,0.16149609324964775,0.0,0.11243243243243244,0.0,35,0.17297297297297298,Saturday 12:30,4,0,False,False,0.17149999999999996,0.5765,False,1,74,0.6224877894909536,0.743,0.743,36219,25619,Flat/Slow,0.47,0.574,A,1,3
CPL_MCI_2022-23,2022-23,4,2022-08-27,CPL,MCI,established_mid,big_six,Selhurst Park,25486,False,19,6,0,7,0.16395542461893173,Standard,0.16395542461893173,0.13576746557878636,0.11243243243243244,0.09513513513513515,35,0.17297297297297298,Saturday 12:30,4,0,False,False,0.17149999999999996,0.7234999999999998,False,5,200,0.43535745422867395,0.99,0.99,25594,15291,Early Surge,0.839,0.937,D,3,3
FUL_LIV_2022-23,2022-23,4,2022-08-27,FUL,LIV,established_mid,big_six,Craven Cottage,29600,False,7,4,7,9,0.17133341872678368,Standard,0.17133341872678368,0.13837837837837838,0.0,0.09513513513513515,35,0.17297297297297298,Midweek Tue/Wed 20:00,2,1,False,False,0.6784999999999999,0.8284999999999998,False,5,149,0.4515541768945281,0.875,0.875,28041,16280,Early Surge,0.839,0.937,H,4,1
WOL_CHE_2022-23,2022-23,4,2022-08-27,WOL,CHE,established_mid,big_six,Molineux,32050,False,15,2,1,9,0.16641475598821573,Standard,0.16641475598821573,0.13837837837837838,0.11137174910759817,0.0,35,0.17297297297297298,Sunday 14:00,2,0,False,False,0.27649999999999997,0.8284999999999998,False,4,11,0.5416611448635238,0.944,0.944,31653,19230,Early Surge,0.839,0.937,D,0,0
BHA_TOT_2022-23,2022-23,4,2022-08-27,BHA,TOT,established_mid,big_six,Amex Stadium,31800,False,9,5,6,7,0.16887408735749967,Standard,0.16887408735749967,0.13576746557878636,0.0,0.09513513513513515,35,0.17297297297297298,Saturday 12:30,4,1,False,False,0.5284999999999999,0.6784999999999999,False,5,72,0.46121860936193476,1.0,1.078,31480,20670,Early Surge,0.839,0.937,D,0,0
WHU_MUN_2022-23,2022-23,4,2022-08-27,WHU,MUN,established_mid,big_six,London Stadium,62500,False,13,1,1,9,0.16641475598821573,Standard,0.16641475598821573,0.13837837837837838,0.0,0.0,35,0.17297297297297298,Saturday 15:00,1,1,False,True,0.32149999999999995,0.8284999999999998,False,5,387,0.6102625736876915,0.82,0.82,58937,36250,Early Surge,0.839,0.937,A,0,2
NEW_AVL_2022-23,2022-23,4,2022-08-27,NEW,AVL,established_mid,established_mid,St. James Park,52305,False,10,8,5,6,0.16723453311131037,Standard,0.16723453311131037,0.0,0.0,0.09423763386027538,35,0.17297297297297298,Sunday 14:00,2,1,False,False,0.5734999999999999,0.6184999999999998,False,4,202,0.8494031794550627,0.924,0.924,51289,36613,Consistent Gradual,0.525,0.69,H,0,2
ARS_NFO_2022-23,2022-23,5,2022-09-03,ARS,NFO,big_six,smaller_club,Emirates Stadium,60704,False,4,13,10,3,0.18671061305207648,Standard,0.18671061305207648,0.15783783783783786,0.0,0.0,34,0.1972972972972973,Saturday 15:00,1,0,False,False,0.7299499999999999,0.4200499999999999,False,5,325,0.6020131591375151,0.873,0.873,61953,53419,Flat/Slow,0.47,0.574,H,3,1
LEI_BRE_2022-23,2022-23,5,2022-09-03,LEI,BRE,smaller_club,smaller_club,King Power Stadium,32261,False,16,14,2,3,0.17901120632827952,Standard,0.17901120632827952,0.0,0.16524851680949243,0.0,34,0.1972972972972973,Saturday 12:30,4,0,False,False,0.34354999999999997,0.4200499999999999,False,2,77,0.6603056401228897,0.713,0.713,29044,19356,Flat/Slow,0.47,0.574,A,0,4
BOU_EVE_2022-23,2022-23,5,2022-09-03,BOU,EVE,smaller_club,smaller_club,Vitality Stadium,11307,False,17,20,1,0,0.17516150296638103,Standard,0.17516150296638103,0.0,0.16688464073829928,0.0,34,0.1972972972972973,Saturday 12:30,4,0,False,False,0.19354999999999997,0.12004999999999996,False,1,446,0.8083768961778339,0.644,0.644,9024,5653,Flat/Slow,0.47,0.574,A,2,4
IPS_CPL_2022-23,2022-23,5,2022-09-03,IPS,CPL,smaller_club,established_mid,Portman Road,30000,False,12,19,3,1,0.1780487804878049,Standard,0.1780487804878049,0.0,0.12824324324324327,0.0,34,0.1972972972972973,Saturday 15:00,1,1,False,False,0.3300499999999999,0.27004999999999996,False,1,147,0.732040279798874,0.638,0.638,25752,16500,Consistent Gradual,0.525,0.69,A,0,1
SOU_FUL_2022-23,2022-23,5,2022-09-03,SOU,FUL,smaller_club,established_mid,St. Mary's Stadium,32384,False,9,3,7,10,0.19056031641397495,Standard,0.19056031641397495,0.15783783783783786,0.0,0.10851351351351353,34,0.1972972972972973,Saturday 17:30,3,1,False,False,0.7035499999999999,0.7749499999999998,False,1,306,0.8578167612938536,0.63,0.63,27541,17811,Consistent Gradual,0.525,0.69,A,1,2
MCI_WOL_2022-23,2022-23,5,2022-09-03,MCI,WOL,big_six,established_mid,Etihad Stadium,53400,False,7,15,8,2,0.1838233355306526,Standard,0.1838233355306526,0.0,0.12699816321175544,0.10851351351351353,34,0.1972972972972973,Saturday 15:00,1,0,False,True,0.6564499999999999,0.34354999999999997,False,5,383,0.4345308392897444,1.0,1.047,53933,43788,Consistent Gradual,0.525,0.69,H,0,2
LIV_BHA_2022-23,2022-23,5,2022-09-03,LIV,BHA,big_six,established_mid,Anfield,61276,False,5,10,9,7,0.18959789057350032,Standard,0.18959789057350032,0.15630543164523747,0.0,0.10851351351351353,34,0.1972972972972973,Midweek Tue/Wed 20:00,2,1,False,False,0.5799499999999999,0.5199499999999999,False,6,70,0.7338077713290805,1.0,1.029,64337,55148,Consistent Gradual,0.525,0.69,H,3,2
CHE_WHU_2022-23,2022-23,5,2022-09-03,CHE,WHU,big_six,established_mid,Stamford Bridge,40834,False,2,18,10,1,0.18478576137112723,Standard,0.18478576137112723,0.15783783783783786,0.12824324324324327,0.0,34,0.1972972972972973,Saturday 15:00,1,1,False,False,0.7299499999999999,0.22504999999999994,False,5,196,0.6970502086615096,0.947,0.947,40051,32667,Consistent Gradual,0.525,0.69,H,4,1
TOT_NEW_2022-23,2022-23,5,2022-09-03,TOT,NEW,big_six,established_mid,Tottenham Hotspur Stadium,62850,False,6,8,8,8,0.18959789057350032,Standard,0.18959789057350032,0.15477302545263713,0.0,0.10851351351351353,34,0.1972972972972973,Sunday 14:00,2,1,False,False,0.6249499999999999,0.7014499999999999,False,5,57,0.46280556765167313,0.987,0.987,63458,52165,Consistent Gradual,0.525,0.69,H,3,2
MUN_AVL_2022-23,2022-23,5,2022-09-03,MUN,AVL,big_six,established_mid,Old Trafford,74310,False,1,11,12,6,0.19152274225444957,Standard,0.19152274225444957,0.15783783783783786,0.0,0.0,34,0.1972972972972973,Saturday 15:00,1,0,False,False,0.8799499999999998,0.43294999999999983,False,5,181,0.5909241176073561,1.0,1.008,75791,63163,Consistent Gradual,0.525,0.69,D,3,3
BRE_ARS_2022-23,2022-23,6,2022-09-10,BRE,ARS,smaller_club,big_six,Gtech Community Stadium,17250,False,12,4,6,13,0.21382588618769524,Standard,0.21382588618769524,0.17729729729729732,0.0,0.0,33,0.22162162162162163,Saturday 15:00,1,1,False,False,0.5940349999999999,0.8109649999999999,False,5,407,0.7222547211159271,0.833,0.833,15628,9487,Early Surge,0.839,0.937,A,2,1
EVE_NFO_2022-23,2022-23,6,2022-09-10,EVE,NFO,smaller_club,smaller_club,Goodison Park,39414,False,15,16,3,3,0.1993480918104034,Standard,0.1993480918104034,0.0,0.18648512834442482,0.0,33,0.22162162162162163,Midweek Tue/Wed 20:00,2,1,False,False,0.38403499999999996,0.29403499999999994,False,2,11,0.6483728734997474,0.675,0.675,35112,25619,Flat/Slow,0.47,0.574,A,2,4
CPL_LEI_2022-23,2022-23,6,2022-09-10,CPL,LEI,established_mid,smaller_club,Selhurst Park,25486,False,13,18,4,2,0.1993480918104034,Standard,0.1993480918104034,0.0,0.14405405405405405,0.0,33,0.22162162162162163,Saturday 15:00,1,1,False,False,0.48903499999999994,0.24048499999999995,False,2,243,0.4757820685947346,0.635,0.635,21904,15291,Flat/Slow,0.47,0.574,D,1,1
FUL_BOU_2022-23,2022-23,6,2022-09-10,FUL,BOU,established_mid,smaller_club,Craven Cottage,29600,False,3,19,13,1,0.20825750373489066,Standard,0.20825750373489066,0.17729729729729732,0.14261351351351353,0.0,33,0.22162162162162163,Saturday 15:00,1,0,False,False,0.8424649999999998,0.13548499999999997,False,1,305,0.49979276621218044,0.63,0.63,24883,16280,Flat/Slow,0.47,0.574,H,2,2
WOL_IPS_2022-23,2022-23,6,2022-09-10,WOL,IPS,established_mid,smaller_club,Molineux,32050,False,17,14,2,3,0.19823441531984246,Standard,0.19823441531984246,0.0,0.1874317533614016,0.0,33,0.22162162162162163,Saturday 12:30,4,0,False,False,0.24048499999999995,0.2310349999999999,False,1,343,0.8714019818074952,0.733,0.733,28740,19230,Flat/Slow,0.47,0.574,H,3,0
BHA_SOU_2022-23,2022-23,6,2022-09-10,BHA,SOU,established_mid,smaller_club,Amex Stadium,31800,False,11,10,7,7,0.20825750373489066,Standard,0.20825750373489066,0.0,0.0,0.11701621621621623,33,0.22162162162162163,Saturday 15:00,1,1,False,False,0.3639649999999999,0.4924849999999999,False,2,163,0.489430103616604,0.706,0.706,28357,20670,Flat/Slow,0.47,0.574,H,1,0
WHU_MCI_2022-23,2022-23,6,2022-09-10,WHU,MCI,established_mid,big_six,London Stadium,62500,False,20,7,1,11,0.20603015075376885,Standard,0.20603015075376885,0.0,0.14261351351351353,0.12189189189189191,33,0.22162162162162163,Saturday 15:00,1,1,False,False,0.15753499999999995,0.7595149999999999,False,6,430,0.8925452391176105,0.882,0.882,60065,36250,Early Surge,0.839,0.937,A,2,0
NEW_LIV_2022-23,2022-23,6,2022-09-10,NEW,LIV,established_mid,big_six,St. James Park,52305,False,8,5,8,12,0.21493956267825615,Standard,0.21493956267825615,0.17552432432432435,0.0,0.12189189189189191,33,0.22162162162162163,Saturday 15:00,1,1,False,False,0.4910149999999999,0.7059649999999998,False,6,66,0.5744704127777042,1.0,1.078,52826,36613,Early Surge,0.839,0.937,A,2,4
AVL_CHE_2022-23,2022-23,6,2022-09-10,AVL,CHE,established_mid,big_six,Villa Park,42682,False,9,2,7,13,0.21493956267825615,Standard,0.21493956267825615,0.17729729729729732,0.0,0.12189189189189191,33,0.22162162162162163,Saturday 15:00,1,0,False,False,0.45306499999999983,0.8109649999999999,False,5,140,0.5892272838823429,0.975,0.975,42213,26462,Early Surge,0.839,0.937,A,2,3
MUN_TOT_2022-23,2022-23,6,2022-09-10,MUN,TOT,big_six,big_six,Old Trafford,74310,False,1,6,13,11,0.2193942686404998,Standard,0.2193942686404998,0.17729729729729732,0.0,0.12189189189189191,33,0.22162162162162163,Sunday 16:30,3,0,False,True,0.7659649999999998,0.7374649999999998,False,6,266,0.47113544787037304,1.0,1.1,75793,63163,Immediate Sellout,1.0,1.0,H,0,0
ARS_EVE_2022-23,2022-23,7,2022-09-17,ARS,EVE,big_six,smaller_club,Emirates Stadium,60704,False,4,17,16,3,0.2293796387060636,Standard,0.2293796387060636,0.19675675675675677,0.15986486486486487,0.0,32,0.24594594594594596,Saturday 15:00,1,1,False,False,0.8676754999999998,0.26882449999999997,False,5,302,0.7174629266435433,0.856,0.856,61648,53419,Flat/Slow,0.47,0.574,H,0,2
BRE_CPL_2022-23,2022-23,7,2022-09-17,BRE,CPL,smaller_club,established_mid,Gtech Community Stadium,17250,False,13,15,6,5,0.21918498809690523,Standard,0.21918498809690523,0.0,0.156568682084146,0.0,32,0.24594594594594596,Saturday 15:00,1,0,False,False,0.4158244999999999,0.49232449999999994,False,2,347,0.4851164075083514,0.714,0.714,15042,9487,Consistent Gradual,0.525,0.69,A,2,3
NFO_FUL_2022-23,2022-23,7,2022-09-17,NFO,FUL,smaller_club,established_mid,City Ground,30445,False,12,3,6,16,0.23320263268449798,Standard,0.23320263268449798,0.19675675675675677,0.0,0.0,32,0.24594594594594596,Midweek Tue/Wed 20:00,2,1,False,False,0.5058244999999999,0.8897254999999997,False,2,425,0.5562618018618611,0.735,0.735,27328,17658,Consistent Gradual,0.525,0.69,D,0,0
LEI_WOL_2022-23,2022-23,7,2022-09-17,LEI,WOL,smaller_club,established_mid,King Power Stadium,32261,False,18,14,3,5,0.21536199411847082,Standard,0.21536199411847082,0.0,0.2068876907996079,0.0,32,0.24594594594594596,Saturday 15:00,1,1,False,False,0.31833949999999994,0.4683394999999999,False,2,425,0.6051351925688542,0.741,0.741,29423,19356,Consistent Gradual,0.525,0.69,A,0,2
BOU_BHA_2022-23,2022-23,7,2022-09-17,BOU,BHA,smaller_club,established_mid,Vitality Stadium,11307,False,20,8,1,10,0.21918498809690523,Standard,0.21918498809690523,0.0,0.156568682084146,0.1338757314015046,32,0.24594594594594596,Saturday 15:00,1,0,False,False,0.09483949999999997,0.5547754999999999,False,2,50,0.743481812212785,0.683,0.683,9513,5653,Consistent Gradual,0.525,0.69,D,0,0
IPS_WHU_2022-23,2022-23,7,2022-09-17,IPS,WHU,smaller_club,established_mid,Portman Road,30000,False,16,19,3,1,0.21026466881389164,Standard,0.21026466881389164,0.0,0.2068876907996079,0.0,32,0.24594594594594596,Saturday 15:00,1,1,False,False,0.16172449999999994,0.11027449999999996,False,2,363,0.7959649908341822,0.638,0.638,25573,16500,Consistent Gradual,0.525,0.69,D,0,0
SOU_NEW_2022-23,2022-23,7,2022-09-17,SOU,NEW,smaller_club,established_mid,St. Mary's Stadium,32384,False,11,9,7,8,0.2242823134014844,Standard,0.2242823134014844,0.0,0.0,0.13108665366397326,32,0.24594594594594596,Saturday 15:00,1,0,False,False,0.3447394999999999,0.3437104999999999,False,2,61,0.588187473233339,0.63,0.63,27602,17811,Consistent Gradual,0.525,0.69,D,1,1
